Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Global,2017,All ages,Both,Diabetes mellitus,Percent of total deaths,0.0244854451403609,0.0240221985079387,0.0250240569968216
Global,2017,All ages,Both,Acute glomerulonephritis,Percent of total deaths,0.0001998799430897,0.0001879960571429,0.000215617040121
Global,2017,All ages,Both,Chronic kidney disease,Percent of total deaths,0.0219886687372709,0.0213173932068008,0.0224496402332935
Global,2017,All ages,Both,Urinary diseases and male infertility,Percent of total deaths,0.0048474177331912,0.0047126246033184,0.0050386292590405
Global,2017,All ages,Both,Gynecological diseases,Percent of total deaths,0.0001458309656909,0.0001325379208843,0.0001552453188448
Global,2017,All ages,Both,Hemoglobinopathies and hemolytic anemias,Percent of total deaths,0.0018691202076874,0.001465397600614,0.0023600994643264
Global,2017,All ages,Both,Rheumatoid arthritis,Percent of total deaths,0.0008450028128518,0.0006966357510508,0.0009167824426159
Global,2017,All ages,Both,Osteoarthritis,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Low back pain,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Neck pain,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Gout,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Other musculoskeletal disorders,Percent of total deaths,0.0013226229657464,0.0011786460501693,0.0014039498021909
Global,2017,All ages,Both,Congenital birth defects,Percent of total deaths,0.0104540629842378,0.0099696459968284,0.011031555196752
Global,2017,All ages,Both,Dermatitis,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Psoriasis,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Scabies,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Fungal skin diseases,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Viral skin diseases,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Acne vulgaris,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Alopecia areata,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Pruritus,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Urticaria,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Decubitus ulcer,Percent of total deaths,0.0003634746014863,0.0002354209404382,0.0005473861561039
Global,2017,All ages,Both,Other skin and subcutaneous diseases,Percent of total deaths,7.04337976841e-05,4.64489877827e-05,0.0001282916730201
Global,2017,All ages,Both,Age-related and other hearing loss,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Other sense organ diseases,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Oral disorders,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Sudden infant death syndrome,Percent of total deaths,0.0007142466127103,0.0003207059024286,0.0013747681705863
Global,2017,All ages,Both,Road injuries,Percent of total deaths,0.0222191428942067,0.0212977854399358,0.0227489427572664
Global,2017,All ages,Both,Other transport injuries,Percent of total deaths,0.0016433033422866,0.0015126152960442,0.0019254103671931
Global,2017,All ages,Both,Falls,Percent of total deaths,0.0124366155417836,0.0114993370673323,0.0132721490852974
Global,2017,All ages,Both,Drowning,Percent of total deaths,0.0052767374578483,0.0050790442896001,0.0054590105948708
Global,2017,All ages,Both,Poisonings,Percent of total deaths,0.0012935765176541,0.0009419375320729,0.001419502043887
Global,2017,All ages,Both,Exposure to mechanical forces,Percent of total deaths,0.0024397798151526,0.0020998401311416,0.0025534060545354
Global,2017,All ages,Both,Adverse effects of medical treatment,Percent of total deaths,0.0021730228781172,0.0018607513261131,0.0024612246793205
Global,2017,All ages,Both,Animal contact,Percent of total deaths,0.0014491317532093,0.0007984620870695,0.0016785931403211
Global,2017,All ages,Both,Foreign body,Percent of total deaths,0.0022183846851984,0.0021316162784433,0.0023189496326367
Global,2017,All ages,Both,Other unintentional injuries,Percent of total deaths,0.0016923863412223,0.0016438520933394,0.0017572040851551
Global,2017,All ages,Both,Self-harm,Percent of total deaths,0.0141891884963408,0.0132982463687483,0.014600798595625
Global,2017,All ages,Both,Interpersonal violence,Percent of total deaths,0.0072454205604308,0.0065296250179672,0.0077174654599746
Global,2017,All ages,Both,Exposure to forces of nature,Percent of total deaths,0.0001716510313657,0.0001551514143059,0.0001968132460058
Global,2017,All ages,Both,Environmental heat and cold exposure,Percent of total deaths,0.0009536132898151,0.0006557441070677,0.0010575652100871
Global,2017,All ages,Both,Ebola,Percent of total deaths,1.43192410218886e-07,1.305399749809665e-07,1.575671796596064e-07
Global,2017,All ages,Both,Executions and police conflict,Percent of total deaths,0.0002852644560247,0.0002798580546835,0.0002913711931445
Global,2017,All ages,Both,Zika virus,Percent of total deaths,3.4678654745127524e-07,7.780189557250585e-08,1.0195758248e-06
Global,2017,All ages,Both,Guinea worm disease,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Conflict and terrorism,Percent of total deaths,0.0023187400248612,0.0021099043617744,0.0025676449034277
Global,2017,All ages,Both,Typhoid and paratyphoid,Percent of total deaths,0.002429595590211,0.001373842856355,0.0038835440450577
Global,2017,All ages,Both,Invasive Non-typhoidal Salmonella (iNTS),Percent of total deaths,0.0010557693501751,0.0005938675237293,0.0017496684838178
Global,2017,All ages,Both,Headache disorders,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Bacterial skin diseases,Percent of total deaths,0.0013586167062844,0.0008727517920852,0.0017056280730581
Global,2017,All ages,Both,Blindness and vision impairment,Percent of total deaths,0.0,0.0,0.0
Global,2017,All ages,Both,Upper digestive system diseases,Percent of total deaths,0.0052213828094569,0.0050053530943821,0.0055877966304741
